2005;2005074;Sierra Leone;;694;B R;69.977;176;305;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;158;..;..;..;..;..;..;..;..;..;12;..;1;..;..;21;..;..;..;..;..;..;6;..;..;..;..;..;..;..;28;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.380;..;60;424;..;..;..;..;..;..;..;30.293;7;..;..;..;..;..;..;159;..;..;..;..;..;..;..;..;3;..;..;..;..;..;..;..;..;1.036;..;32.211;..;..;..;..;..;..;..;..;870;..;..;..;33;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;27;756;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5;..;..;..;49;..;..;..;..;..;..;..;..;..;..;246;..;..;..;..;..;..;..;..;..;186;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;263;..;249;..;..;..;..;..;..;..;..;..;..;..
2005;2005075;Togo;;768;C R;100.502;616;9.924;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;24.242;..;..;..;..;..;..;..;..;..;5.197;..;11;..;181;6;..;..;115;165;..;..;67;..;..;..;..;70;..;..;1.189;..;..;..;..;..;..;279;..;..;..;..;..;..;..;27;..;..;..;..;..;..;..;504;..;..;286;333;..;67;17.532;..;..;..;..;..;..;..;1.055;50;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;58;..;..;..;..;..;..;..;..;1.886;..;..;..;56;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;22.631;12.721;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;771;..;..;..;..;..;..;..;13;..;318;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;84;..;..;..;..;..;..;..;..;..;..;..
2005;2005076;ASIA;;935;;24.099.437;463.567;906.762;1.590.609;1.925;20.695;..;..;1.078;..;..;20.261;108.054;23;24.613;11.223;277.577;..;20.642;2.094.010;..;73.256;8.286;..;..;..;56.858;208;1.252;3;156.285;40;12.348;261.741;..;..;..;213.024;18;25.169;..;..;6;2.298;..;1.784;2.076.251;83.712;49.562;1.432;..;..;..;28;3;186;94;..;5.637;905;29.867;266;3.707;3;..;6;191;465.360;3;..;4.314;1.477;61.931;..;..;113;1.979;38.046;..;..;..;..;72.154;263.357;1.024;..;44.311;..;..;24;456;131;..;..;..;13;..;..;8.619;49;2.431.224;1.028.905;53.661;423.204;1.543;..;47.932;8.023;6;38.869;118.313;49.097;1.612;..;24.351;15.540;337.660;4.721;40.000;..;..;13.233;..;8.363;30;3;3;605.876;518;..;36;..;..;83;208;..;2.295;..;..;3.783;..;..;88.146;6;766.374;..;..;465.234;17.639;..;6.325;3;16;4.607;..;..;8.283;5.690;1.056.100;521;3;160;6;34.014;566.389;58.397;1.587;23;6.075;369.099;20.038;..;78.163;2.140.077;1;..;..;..;..;..;..;..;..;24.216;28;1.009;9;..;46.084;..;246;81;..;39.089;8.606;3.255;3.504;265.528;1.334.832;125.240;54;48;4.882;8.838;241.759;27.959;73.425;108.846;37.524;..;..;..;9;17.730;54.929;5.076;..;..;416;346.684;31.459;103.880;74;144.618;13;3.074;198.382;..;326;128.469;..;..;187.751;469;122
2005;2005077;Central Asia;;5500;;2.830.490;15.331;33.107;6.949;..;73;..;..;..;..;..;..;12.787;..;..;36;37.675;..;..;..;..;56.647;..;..;..;..;..;..;..;..;..;..;13;1.831;..;..;..;..;..;24;..;..;..;..;..;..;1.019;..;..;..;..;..;..;..;..;..;..;..;..;..;26.976;..;53;..;..;..;..;..;..;..;..;1.006;..;..;..;..;78;..;..;..;..;..;3.960;102.779;..;..;3.254;..;..;..;..;..;..;..;..;..;..;..;..;..;236;..;2.437;30;..;..;..;..;..;..;..;33.533;..;..;..;11.631;..;1.241;..;..;..;..;..;3.990;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34;..;59;..;13;..;..;..;..;20;53;..;..;..;..;..;..;15.696;..;..;..;13.527;7.737;..;343;1.984.015;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25;..;13.791;..;..;..;..;..;..;..;..;20.016;1.798;..;..;..;250.185;..;84;..;131;13;..;166.187;..;..;54;..;..;..;13;..
2005;2005078;Kazakhstan;;398;B;1.629.521;..;..;..;..;..;..;..;..;..;..;..;3.254;..;..;..;18.460;..;..;..;..;29.951;..;..;..;..;..;..;..;..;..;..;..;1.831;..;..;..;..;..;..;..;..;..;..;..;..;814;..;..;..;..;..;..;..;..;..;..;..;..;..;25.985;..;..;..;..;..;..;..;..;..;..;509;..;..;..;..;..;..;..;..;..;..;1.068;94.075;..;..;3.254;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.051;..;457;..;..;..;..;..;1.729;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12.865;..;..;..;13.273;4.983;..;..;1.134.252;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.204;..;..;..;..;..;..;..;..;19.069;356;..;..;..;148.638;..;..;..;..;..;..;105.443;..;..;..;..;..;..;..;..
2005;2005079;Kyrgyzstan;;417;B;183.353;2.005;1.895;..;..;..;..;..;..;..;..;..;1.749;..;..;..;3.452;..;..;..;..;9.463;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;186;..;..;..;..;..;..;..;..;..;..;..;..;..;927;..;..;..;..;..;..;..;..;..;..;497;..;..;..;..;78;..;..;..;..;..;2.567;2.240;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11.974;..;..;..;..;..;784;..;..;..;..;..;2.261;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.811;..;..;..;254;2.241;..;343;102.330;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.582;..;..;..;..;..;..;..;..;579;864;..;..;..;25.057;..;..;..;..;..;..;7.160;..;..;54;..;..;..;..;..
2005;2005080;Tajikistan;;762;B;159.063;59;120;6.949;..;73;..;..;..;..;..;..;122;..;..;36;108;..;..;..;..;411;..;..;..;..;..;..;..;..;..;..;13;..;..;..;..;..;..;24;..;..;..;..;..;..;19;..;..;..;..;..;..;..;..;..;..;..;..;..;64;..;53;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;325;61;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;236;..;577;30;..;..;..;..;..;..;..;447;..;..;..;5.627;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;34;..;59;..;13;..;..;..;..;20;53;..;..;..;..;..;..;20;..;..;..;..;513;..;..;137.686;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;..;368;234;..;..;..;481;..;84;..;131;13;..;3.962;..;..;..;..;..;..;13;..
2005;2005081;Turkmenistan;;795;B;118.645;582;709;..;..;..;..;..;..;..;..;..;4.102;..;..;..;4.529;..;..;..;..;1.568;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.247;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.860;..;..;..;..;..;..;..;..;10.728;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;40.959;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.739;..;..;..;..;..;..;49.622;..;..;..;..;..;..;..;..
2005;2005082;Uzbekistan;;860;B;739.908;12.685;30.383;..;..;..;..;..;..;..;..;..;3.560;..;..;..;11.126;..;..;..;..;15.254;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.156;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10.384;..;..;..;2.953;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;568.788;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.005;..;..;..;..;..;..;..;..;..;344;..;..;..;73.270;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2005;2005083;Eastern Asia;;906;;3.298.193;30.452;227.955;..;..;..;..;..;..;..;..;1.634;..;..;10.819;294;..;..;..;7.368;..;..;357;..;..;..;..;..;..;..;144.117;..;..;1;..;..;..;3.490;..;16.128;..;..;..;..;..;..;1.689.061;54.117;41.480;..;..;..;..;..;..;..;..;..;..;4;79;..;256;..;..;..;..;818;..;..;..;..;..;..;..;..;315;5.822;..;..;..;..;..;3.857;967;..;..;..;..;..;..;..;..;..;..;..;..;..;1;..;23.471;139.999;2.486;..;809;..;..;1.622;..;18.017;..;571;..;..;..;260;..;..;..;..;..;..;..;..;..;..;..;13.650;..;..;..;..;..;..;..;..;1.004;..;..;3.668;..;..;..;..;137;..;..;4.920;887;..;2.730;..;..;1.546;..;..;213;..;9.641;..;..;..;..;32.731;255.082;504;1.011;..;..;346.948;..;..;..;8.512;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.090;..;1;..;..;..;455;..;1.158;8.395;..;..;..;..;798;761;..;..;..;45.889;..;..;..;..;..;..;63;..;..;..;..;..;..;17.460;..;49.885;..;1;2.381;..;..;55.045;..;..;..;..;..
2005;2005084;China;5;156;C;299.027;7.564;57.433;..;..;..;..;..;..;..;..;..;..;..;1.572;..;..;..;..;1.711;..;..;..;..;..;..;..;..;..;..;24.617;..;..;..;..;..;..;..;..;2.526;..;..;..;..;..;..;..;47.310;7.441;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.781;19.122;..;..;..;..;..;..;..;1.999;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.925;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.349;..;..;..;..;4.468;30.577;..;..;..;..;58.702;..;..;..;963;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.624;..;..;..;..;..;..;..;..;..;5.840;..;..;..;..;..;..;..;..;..;..;..;..;..;2.545;..;8.242;..;..;..;..;..;7.716;..;..;..;..;..
2005;2005085;China, Hong Kong SAR;6;344;B;1.536.114;6.703;129.659;..;..;..;..;..;..;..;..;..;..;..;3.694;..;..;..;..;147;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.609;..;..;..;..;..;..;1.078.752;..;34.039;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;675;..;..;..;..;..;476;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8.261;104.741;..;..;263;..;..;216;..;6.141;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7.099;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.259;323;..;709;..;..;..;..;..;..;..;2.731;..;..;..;..;..;99.641;..;54;..;..;2.517;..;..;..;65;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.800;..;..;..;..;..;..;..;178;451;..;..;..;..;..;197;..;..;..;14.815;..;..;..;..;..;..;..;..;..;..;..;..;..;5.976;..;5.909;..;..;..;..;..;6.014;..;..;..;..;..
2005;2005086;China, Macao SAR;7;446;B;148.921;8.122;2.036;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;124.454;6.762;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.016;..;718;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;813;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2005;2005087;Dem. People's Republic of Korea;;408;I;20.348;286;1.425;..;..;..;..;..;..;..;..;..;..;..;72;..;..;..;..;74;..;..;..;..;..;..;..;..;..;..;1.095;..;..;..;..;..;..;..;..;114;..;..;..;..;..;..;10.932;45;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;132;839;..;..;..;..;..;..;..;81;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;80;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64;..;..;..;..;203;1.395;..;..;..;..;2.324;..;..;..;49;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;97;..;..;..;..;..;..;..;..;..;259;..;..;..;..;..;..;..;..;..;..;..;..;..;107;..;375;..;..;..;..;..;300;..;..;..;..;..
2005;2005088;Japan;;392;C;1.088.372;5.367;30.379;..;..;..;..;..;..;..;..;1.634;..;..;5.011;292;..;..;..;5.226;..;..;357;..;..;..;..;..;..;..;118.405;..;..;..;..;..;..;1.378;..;5.133;..;..;..;..;..;..;352.904;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;256;..;..;..;..;818;..;..;..;..;..;..;..;..;308;4.653;..;..;..;..;..;3.067;967;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11.554;12.786;2.486;..;545;..;..;1.403;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.295;..;..;..;..;..;..;..;..;1.004;..;..;..;..;..;..;..;..;..;..;..;564;..;1.669;..;..;1.402;..;..;213;..;5.289;..;..;..;..;28.060;107.942;502;239;..;..;283.035;..;..;..;4.013;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.290;..;..;..;..;..;..;..;980;4.671;..;..;..;..;798;559;..;..;..;21.200;..;..;..;..;..;..;..;..;..;..;..;..;..;8.240;..;26.021;..;..;..;..;..;21.457;..;..;..;..;..
2005;2005089;Mongolia;;496;C;3.899;70;226;..;..;..;..;..;..;..;..;..;..;..;32;2;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1;..;..;..;..;..;18;..;..;..;..;..;..;936;..;..;..;..;..;..;..;..;..;..;..;..;4;79;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7;7;..;..;..;..;..;37;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1;..;18;..;..;..;1;..;..;3;..;103;..;195;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19;2;..;..;..;370;..;..;..;1.467;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1;..;..;..;..;..;..;..;..;..;..;..;..;5;..;..;..;..;..;..;..;..;..;..;63;..;..;..;..;..;..;29;..;197;..;1;..;..;..;5;..;..;..;..;..
2005;2005090;Republic of Korea;;410;C;201.512;2.340;6.797;..;..;..;..;..;..;..;..;..;..;..;438;..;..;..;..;210;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2.112;..;1.728;..;..;..;..;..;..;121.083;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;487;..;..;..;..;..;277;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;725;2.511;..;..;..;..;..;..;..;9.693;..;376;..;..;..;260;..;..;..;..;..;..;..;..;..;..;..;251;..;..;..;..;..;..;..;..;..;..;..;3.668;..;..;..;..;137;..;..;661;..;..;352;..;..;144;..;..;..;..;208;..;..;..;..;..;9.492;..;..;..;..;..;..;..;..;1.955;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;455;..;..;552;..;..;..;..;..;..;..;..;..;2.962;..;..;..;..;..;..;..;..;..;..;..;..;..;563;..;9.141;..;..;2.381;..;..;19.553;..;..;..;..;..
2005;2005091;Southern Asia;;5501;;6.570.641;81.252;194.701;1.507.868;..;..;..;..;..;..;..;..;292;..;538;7;458;..;11.406;1.714.681;..;..;..;..;..;..;56.858;..;..;..;5.595;..;10.259;..;..;..;..;7.366;..;1.040;..;..;..;..;..;..;79.816;..;..;..;..;..;..;..;..;..;..;..;59;..;..;..;10;..;..;..;..;32;..;..;..;..;..;..;..;110;20;803;..;..;..;..;..;1.771;..;..;19;..;..;..;..;..;..;..;..;10;..;..;..;..;1.347.254;57.589;2.127;42.380;..;..;9;1.413;..;5.979;72;2.402;1.404;..;3.989;..;33.063;..;192;..;..;7;..;..;..;..;..;98.188;518;..;..;..;..;..;205;..;..;..;..;..;..;..;..;..;152.273;..;..;340.758;5;..;41;..;..;355;..;..;5.395;86;626.567;..;..;..;..;..;205;..;99;..;60;164;..;..;..;834;..;..;..;..;..;..;..;..;..;2.722;..;..;6;..;6.902;..;..;..;..;..;76;..;10;90.834;..;..;..;..;49;106;18;12.396;..;4.341;..;..;..;..;..;..;491;121;..;..;413;..;7.123;15.816;..;19.052;..;..;619;..;..;10.547;..;..;..;395;..
2005;2005092;Afghanistan;;4;B;38.026;2.672;6.151;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16.188;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12.396;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;619;..;..;..;..;..;..;..;..
2005;2005093;Bangladesh;;50;B R;545.472;43.782;26.890;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11.312;..;..;..;..;..;..;..;..;..;..;..;5.595;..;..;..;..;..;..;7.366;..;..;..;..;..;..;..;..;66.886;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12.736;56.756;..;..;..;..;..;..;..;5.205;..;..;..;..;..;..;33.063;..;..;..;..;..;..;..;..;..;..;87.600;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;123.327;..;..;11.497;..;..;..;..;..;..;..;..;5.367;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3.825;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4.223;..;..;..;..;..;..;..;..;..;..;..;..;..;12.575;..;17.277;..;..;..;..;..;10.190;..;..;..;..;..
2005;2005094;Bhutan;;64;B;7.537;526;176;..;..;..;..;..;..;..;..;..;..;..;4;..;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15;..;..;..;..;..;..;338;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12;..;..;..;..;..;9;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.041;..;..;..;..;..;..;3;..;36;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;10;..;..;196;5;..;7;..;..;..;..;..;..;..;..;..;..;..;..;..;3;..;..;..;..;13;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7;..;..;..;..;..;..;..;..;12;..;..;..;..;8;4;..;..;..;22;..;..;..;..;..;..;..;..;..;..;..;..;..;16;..;51;..;..;..;..;..;..;..;..;..;..;..
2005;2005095;India;;356;B R;2.877.949;10.017;50.070;4.476;..;..;..;..;..;..;..;..;..;..;384;..;..;..;..;1.706.536;..;..;..;..;..;..;3.600;..;..;..;..;..;10.259;..;..;..;..;..;..;936;..;..;..;..;..;..;3.319;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;110;..;679;..;..;..;..;..;1.563;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;545;1.046;293;..;..;..;..;..;486;..;2.402;1.404;..;3.541;..;..;..;..;..;..;..;..;..;..;..;..;10.291;104;..;..;..;..;..;205;..;..;..;..;..;..;..;..;..;27.710;..;..;329.009;..;..;..;..;..;355;..;..;..;..;602.405;..;..;..;..;..;..;..;95;..;..;..;..;..;..;789;..;..;..;..;..;..;..;..;..;2.399;..;..;..;..;2.873;..;..;..;..;..;..;..;..;87.653;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;63;..;..;..;413;..;6.713;2.889;..;1.565;..;..;..;..;..;357;..;..;..;395;..
2005;2005096;Iran (Islamic Republic of);;364;B R;1.158.611;22.831;91.322;994.597;..;..;..;..;..;..;..;..;292;..;..;..;458;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;41.940;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6.632;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;418;121;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2005;2005097;Maldives;;462;C;17.966;39;855;..;..;..;..;..;..;..;..;..;..;..;23;7;..;..;..;7.716;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11;..;..;..;..;..;..;..;..;..;34;..;..;..;..;..;73;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5.649;..;..;..;..;..;..;127;..;34;..;..;..;..;..;..;..;..;3;..;..;..;..;..;..;..;..;25;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6;..;..;..;..;..;..;..;43;..;..;..;..;..;202;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23;..;..;..;..;..;..;..;..;2.933;..;..;..;..;11;35;..;..;..;35;..;..;..;..;..;..;..;..;..;..;..;..;..;41;..;11;..;..;..;..;..;..;..;..;..;..;..
2005;2005098;Nepal;;524;B R;444.254;791;17.680;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;330;..;..;..;..;..;..;53.208;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8.985;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;362.122;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.076;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;62;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2005;2005099;Pakistan;;586;B R;1.462.618;329;1.012;508.765;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;146;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;949.582;184;1.062;138;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1.226;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;174;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
